instance,time0[s]
d1-direct-path,0.00015669999993406236
d1-shift-req,0.00015720000010333024
d2-two-shifts,0.00037199999951553764
d2-self-push-out,0.000172299999576353
d2-pushback-violation,0.00024679999933141517
d2-long-running,0.004394499999762047
d3-obj-push-out,0.001439599999685015
d3-long-running,0.0014699000003020046
d3-generated-8s,0.0019455999999991036
d3-generated-23s,0.003300400000625814
d3-generated-33s,0.004769000000123924
