instance,time0[s],time1[s],time2[s],time3[s],time4[s],time5[s],time6[s],time7[s],time8[s],time9[s]
exhsearch_s13_d2_num8,0.009797100000014325,0.009681899999975485,0.00955719999996063,0.009791100000029473,0.009618599999953403,0.009543100000030336,0.009603500000025633,0.009592800000007173,0.009707800000001043,0.00957120000003897
exhsearch_s13_d2_num9,0.014747499999998581,0.01444570000001022,0.0143914999999879,0.014404599999977563,0.014208599999960825,0.014314000000013039,0.014743699999996807,0.014411400000028607,0.014358299999969404,0.0142999000000259
exhsearch_s13_d3_num1,0.007795999999984815,0.007818700000029821,0.007790899999974954,0.007837300000005598,0.007920099999978447,0.007857500000000073,0.008041800000000876,0.007872800000029656,0.007794600000011087,0.00803379999996423
exhsearch_s13_d3_num10,0.2375542000000337,0.23701119999998355,0.2371835999999803,0.23664500000001,0.23690480000004754,0.23699510000000146,0.23718619999999646,0.23748669999997674,0.23673350000001392,0.23811720000003334
exhsearch_s13_d3_num2,0.050339800000017476,0.05020350000000917,0.04989359999996168,0.05071900000001506,0.050372600000002876,0.05046749999996791,0.05051700000001347,0.05074050000001762,0.05023840000001201,0.050613300000009076
exhsearch_s13_d3_num3,0.5329796000000329,0.5330468000000224,0.5336826000000201,0.5296155999999996,0.5336529000000496,0.535155599999996,0.5339660000000208,0.5344666999999959,0.5390304999999671,0.6071996000000013
exhsearch_s13_d3_num4,0.3567889000000264,0.3589802999999847,0.36206490000000713,0.3556136000000265,0.3498617999999851,0.36369460000003073,0.35392740000003187,0.35547630000002073,0.3555867000000035,0.35674899999997933
exhsearch_s13_d3_num5,0.06215559999998277,0.032663099999979295,0.03236540000000332,0.032561100000009446,0.03259020000001556,0.03253180000001521,0.03222109999995837,0.03250840000004018,0.032486500000004526,0.03278099999999995
exhsearch_s13_d3_num6,0.052468400000009296,0.05226060000001098,0.052436199999988276,0.051871399999981804,0.053593400000011115,0.051721699999973225,0.05286540000003015,0.05263960000002044,0.05319489999999405,0.05158299999999372
exhsearch_s13_d3_num7,0.1799242000000163,0.17961659999997437,0.18118110000000343,0.18149820000002137,0.1817790000000059,0.18182780000000776,0.1826270999999906,0.17849080000002004,0.18287280000004102,0.1785750999999891
exhsearch_s13_d3_num8,0.394366199999979,0.39317909999999756,0.40286109999999553,0.39484519999996337,0.3944221000000425,0.39455259999999726,0.3951302000000396,0.4068813000000091,0.3948143000000073,0.3940307999999959
exhsearch_s13_d3_num9,0.07863259999999173,0.0784964000000059,0.07790119999998524,0.07898260000001756,0.07902690000003076,0.07867740000000367,0.07949680000001536,0.07905750000003309,0.07936310000002322,0.08001809999996112
